	title	artist	album	albumArtist	likeStatus	averageRating	albumYear	albumType	duration_seconds
82AC6-Mzzqs	In the Twilight	Alex Ebert	Alexander	Alex Ebert	INDIFFERENT		2011.0	Album	
ptRG_bcelPY	Hidden Tropics	Alex Kassian	Hidden Tropics	Alex Kassian	INDIFFERENT		2019.0	EP	459.0
s_znlvQL-KY	Wassup (feat. MadeinTYO)	Alexander Lewis	OMNI.	Alexander Lewis	INDIFFERENT		2018.0	EP	
HWYcobWPAPs	Wassup (feat. S'natra & MadeinTYO)	Alexander Lewis	Wassup (feat. MadeinTYO & S’natra)	Alexander Lewis	INDIFFERENT		2018.0	Single	
Von6pSR1elA	But You	Alexandra Savior	The Archer	Alexandra Savior	INDIFFERENT	4.8871093	2020.0	Album	
bN_9ek6kWmI	Shiva-Loka (feat. Pharoah Sanders)	Alice Coltrane	Priceless Jazz 20 : Alice Coltrane	Alice Coltrane	INDIFFERENT		1998.0	Album	
gb5tWZL8YK0	Journey In Satchidananda (feat. Pharoah Sanders)	Alice Coltrane	The Impulse Story	Alice Coltrane	INDIFFERENT		2006.0	Album	
-mAGQUsV6Nw	If I Ain't Got You	Alicia Keys	The Diary Of Alicia Keys	Alicia Keys	INDIFFERENT		2003.0	Album	
zLiWa2_dQLk	Fantasy	Alina Baraz	Urban Flora						
tDJiCsifwtY	Make You Feel	Alina Baraz	Urban Flora						
Z6BRyvNODqs	Sandy	Allah-Las	Allah-Las						
oEmqIlZtOfQ	Sacred Sands	Allah-Las	Allah-Las						
gNoIWqbfDlA	Busman's Holiday	Allah-Las	Allah-Las						
j7Mh9olISy8	Ela Navega	Allah-Las	Allah-Las						
VRWIXIqKH6E	Catalina	Allah-Las	Allah-Las						
cLfzHj9F8BY	Tell Me (What's on Your Mind)	Allah-Las	Allah-Las						
CLmrZliwT4s	Tell Me (What's on Your Mind)	Allah-Las	Allah-Las	Allah-Las	INDIFFERENT		2012.0	Album	212.0
vQvWHDOwCsY	Busman's Holiday	Allah-Las	Allah-Las	Allah-Las	INDIFFERENT		2012.0	Album	208.0
JUlfkCSusx4	Sacred Sands	Allah-Las	Allah-Las	Allah-Las	INDIFFERENT		2012.0	Album	212.0
CtXN80h3q4s	Fish On The Sand	Allah-Las	Fish On The Sand						
GxdX46k5mGY	Had It All	Allah-Las	Had It All	Allah-Las	INDIFFERENT		2014.0	Single	
vcQPan-238E	The Earth Won't Hold Me	Allah-Las	The Earth Won't Hold Me						
XOZ-R5OPsq0	Midnight Rider (Live at Post-Gazette Pavilion, Pittsburgh, Pa, 7/26/2003)	Allman Brothers Band	Pittsburgh, Pa 7-26-03	ALLMAN BROTHERS BAND	INDIFFERENT		2018.0	Album	200.0
CzCs0gB-kvw	Deadcrush (Ben De Vrie Remix)	Alt-J	Deadcrush (Ben De Vrie Remix)	alt-J	INDIFFERENT		2017.0	Single	
cPdqHdPTyJ4	Deadcrush (Lea Porcelain Remix)	Alt-J	Deadcrush (Lea Porcelain Remix)	alt-J	INDIFFERENT		2017.0	Single	
RYOuhx1azt4	I Remember	AlunaGeorge	I Remember	AlunaGeorge	INDIFFERENT		2016.0	Album	264.0
X6NLMTHdF_M	Wanderlust	AlunaGeorge	I Remember	AlunaGeorge	INDIFFERENT		2016.0	Album	209.0
CeR3tILaMXs	Pharmacist	Alvvays	Blue Rev	Alvvays	INDIFFERENT		2022.0	Album	125.0
s9OgMLj2KD0	Very Online Guy	Alvvays	Blue Rev	Alvvays	INDIFFERENT		2022.0	Album	142.0
8JSWUFdjoHU	Lonely People	America	Holiday	America	INDIFFERENT	4.7767811	1974.0	Album	
I5VqLLnuCJI	Never Meant	American Football	Before You Go	Various Artists	INDIFFERENT	4.826087	2010.0	Album	
J-z9mk5Audc	Never Meant	American Football	ReDirection	Various Artists	INDIFFERENT		2001.0	Album	269.0
H0d2Iu0rOYU	Blinds	Aminé	Good For You	Aminé	INDIFFERENT	4.4653687	2017.0	Album	
r-4N2yklaHE	Roof Metal Corrosion	Andras	House of Dad	Andras	INDIFFERENT		2016.0	Album	152.0
1_lMGOEo-iQ	Water Diviner	Andras	House of Dad	Andras	INDIFFERENT		2016.0	Album	298.0
7IDQU2ZClgQ	Twin Peaks Theme	Angelo Badalamenti	Twin Peaks (Music From the Limited Event Series)	Angelo Badalamenti	INDIFFERENT				
tnZVhlZziDQ	Hey Light	Animal Collective	Animal Crack Box	Animal Collective	INDIFFERENT				
LOlenGzI9f8	De Soto De Son	Animal Collective	Animal Crack Box	Animal Collective	INDIFFERENT				
C-fPk8XYgbI	FloriDada	Animal Collective	FloriDada	Animal Collective	INDIFFERENT	4.5545206	2015.0	Single	
K0cUfgsNP0k	Lablakely Dress	Animal Collective	Hollinndagain	Animal Collective	INDIFFERENT	4.1999998	2002.0	Album	
LvKUjl8qGKw	Ring My Bell	Anita Ward	Ring My Bell	Anita Ward	INDIFFERENT		2005.0	Album	
w7OHMCunm-w	The Girl From Ipanema	Antonio Carlos Jobim	The Composer Of Desafinado, Plays	Antonio Carlos Jobim	INDIFFERENT		1963.0	Album	
5I6uy0NNChE	Sittin In Hell	Antwon	End of Earth	Antwon	INDIFFERENT		2012.0	Album	114.0
h5Y06xYRspQ	Polynomial-C	Aphex Twin	Classics	Aphex Twin	INDIFFERENT		1995.0	Album	
gzU5guMgKTk	Windowlicker	Aphex Twin	Electronic	24 Hour Experience	INDIFFERENT				
KyrSncmAxRo	[untitled]	Aphex Twin	Melodies From Mars	Aphex Twin	INDIFFERENT				
Jz7ucvoVWcw	The Four Horsemen	Aphrodite's Child	Collected	Demis Roussos	INDIFFERENT		2015.0	Album	
iQA3CZkWNlY	DAWAN	Apparat	DAWAN	Apparat	INDIFFERENT		2019.0	Single	270.0
-VB-3BSTDM4	Try Me	Apples	Mind Twister	Apples	INDIFFERENT		2017.0	Album	209.0
UOMtDpj-4T8	Find	Arapaima	Sun Key 2	Arapaima	INDIFFERENT				
11fqJ7CIxoY	Watbout (feat. Bong Jovi)	Arapaima	Sun Key 2	Arapaima	INDIFFERENT				
Rh-7_MmKwsg	Walls	Arca	Stretch 1	Arca	INDIFFERENT				
rdsFSaV0S8s	Focus	Arca	Stretch 1	Arca	INDIFFERENT				
Uc38sLA-ssY	No Cars Go	Arcade Fire	Arcade Fire - EP	Arcade Fire	INDIFFERENT	4.7048888	2003.0	Album	
cGhgx6okuHk	Everything Now	Arcade Fire	Everything Now	Arcade Fire	INDIFFERENT		2017.0	Single	
rtZCaZ2mimQ	Here Comes the Night Time	Arcade Fire	Reflektor (Deluxe)	Arcade Fire	INDIFFERENT		2013.0	Album	
obXTmFMtiTs	Flashbulb Eyes	Arcade Fire	Reflektor (Deluxe)						
jPWNcfrZzBE	Again	Archive	You All Look the Same to Me	Archive	INDIFFERENT		2002.0	Album	978.0
2-HzphlTJGU	Baby, I Love You	Aretha Franklin	Aretha's Gold	Aretha Franklin	INDIFFERENT	4.4640522	2018.0	Album	
jpgmJ5Rk5-Y	Primo	Ark Patrol	Primo	Ark Patrol	INDIFFERENT		2015.0	Album	205.0
412NrQtUX5c	Sinner	Ark Patrol	Primo	Ark Patrol	INDIFFERENT		2015.0	Album	219.0
eBpiJysWvK8	People Everyday	Arrested Development	3 Years, 5 Months And 2 Days In The Life Of...	Arrested Development	INDIFFERENT	4.1025581	1992.0	Album	
uNkcZ8QoNuI	Moments In Love	Art Of Noise	Daft	Art of Noise	INDIFFERENT		1984.0	Album	
Kf8ktxBEbso	Patricia	Art Pepper	Jazz para tu cita romántica	Various Artists	INDIFFERENT		2022.0	Album	218.0
HgFDSczN8SY	Patricia	Art Pepper	The Capitol Vaults Jazz Series	Art Pepper	INDIFFERENT		2011.0	Album	220.0
HkIcOK0A-n0	Patricia	Art Pepper	The Return Of Art Pepper	Art Pepper	INDIFFERENT		1988.0	Album	218.0
CTDJKgTr1gE	Cool Disposition	"Arthur ""Big Boy"" Crudup"	The Ultimate Jazz Archive 14 1941 - 44 (3 Of 4)	"Arthur ""Big Boy"" Crudup"	INDIFFERENT		2007.0	Album	
6rJU9a0yVCM	Where Have You Been All My Life	Arthur Alexander	Blues of 50's and 60's, Vol. 2	Various Artists	INDIFFERENT		2016.0	Album	
5vvpgtfYGJ0	Anna (Go to Him)	Arthur Alexander	Lover, Please	Arthur Alexander	INDIFFERENT		2023.0	EP	168.0
jTixY2Y_eXA	Anna (Go to Him)	Arthur Alexander	The Blues Journey	Various Artists	INDIFFERENT		2015.0	Album	
FGybD5oudZo	Anna (Go to Him)	Arthur Alexander	The Blues Joy, Vol. 1	Various Artists	INDIFFERENT		2016.0	Album	
Z5cpjQFvXgQ	Sweet Soul Music	Arthur Conley	60's Soul	Various Artists	INDIFFERENT	4.2218847	2017.0	Album	
-cGY_pRwuoE	Sweet Soul Music	Arthur Conley	Happy Weekend	Various Artists	INDIFFERENT		2019.0	Album	
1L6VTo8K3AQ	Sweet Soul Music	Arthur Conley	Sweet Soul Music	Arthur Conley	INDIFFERENT		2016.0	Album	
hFE8YLQYtRw	Hana	Asa-Chang & Junray	Lost for Words	Various Artists	INDIFFERENT		2002.0	Album	401.0
sPEDQGR_esI	Perfectly Crystal	Asobi Seksu	Perfectly Crystal	Asobi Seksu	INDIFFERENT		2011.0	EP	229.0
-E83Yp5OW3M	Agua De Beber (feat. Antonio Carlos Jobim)	Astrud Gilberto	Bossa Nova Brasil	Various Artists	INDIFFERENT		1992.0	Album	
jvm6rLon7fE	Trojans	Atlas Genius	Crown, Vol. 1	Connor Franta	INDIFFERENT	4.5944057	2014.0	Album	
3FbWfiR76qk	Sunshine	Atmosphere	RSE20: 20 Years of Rhymesayers Entertainment	Various Artists	INDIFFERENT	4.6753621	2015.0	Album	
qdN982NcmGE	Became	Atmosphere	The Family Sign	Atmosphere	INDIFFERENT		2011.0	Album	
0O0p8FtjSO8	Smart Went Crazy	Atmosphere	You Can't Imagine How Much Fun We're Having	Atmosphere	INDIFFERENT		2005.0	Album	
L2VQSjw8VHk	Before Your Very Eyes...	Atoms For Peace	fabric 76: Deetron						
zLr_sdRwEJY	Dropped	Atoms for Peace	Amok	Atoms for Peace	INDIFFERENT				
vHUKeFDSW1A	Before Your Very Eyes…	Atoms for Peace	Amok	Atoms for Peace	INDIFFERENT				
VhYZluqzcWc	Unless	Atoms for Peace	Amok	Atoms for Peace	INDIFFERENT				
ht_UWVLRm_Y	Unless	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
P9L6YNuLD9U	Ingenue	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
1478LzsvV_M	Dropped	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
1E31JMiDfLY	Before Your Very Eyes...	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
joqHy4RMXjU	Amok	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
tsZO-zstrjg	Default	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
OwoX6N6nXhQ	Stuck Together Pieces	Atoms for Peace	Live @ The Roundhouse - 2013-07-25	Atoms for Peace	INDIFFERENT				
E9VI9doDIx0	Lark	Au Revoir Simone	Twin Peaks (Music From the Limited Event Series)	Angelo Badalamenti	INDIFFERENT				
_TjLShKZJ84	Remember	Audiobot	Feel Trip, Vol. 2	Various Artists	INDIFFERENT		2016.0	Album	191.0
jD4PVbWLSYA	Remember	Audiobot	Feel Trip, Vol. 2	Various Artists	INDIFFERENT		2016.0	Single	190.0
3Y1shbEP0XE	King Tubby Meets The Rockers Uptown	Augustus Pablo	Family-Friendly Reggae Vibes	Various Artists	INDIFFERENT		2023.0	Album	154.0
wDuoOapZ9Z0	Levels	Avicii	Levels	Avicii	INDIFFERENT		2011.0	Single	
1UDJ1yXG8o4	Levels	Avicii	Workout 2019	Various Artists	INDIFFERENT	4.8312235	2019.0	Album	
JdOu-QfAeB4	Catfish Blues	B.B. King	B.B. King Greatest Hits	B.B. King	INDIFFERENT	4.3725491	2013.0	Album	
3gxZGYBNR5c	Three O'clock Blues	B.B. King	The Inception of R&B, Vol. 2	Various Artists	INDIFFERENT		2018.0	Album	
JPgSfVsnqa4	Street Knowledge (feat. Tree)	BADBADNOTGOOD	Sour Soul	BADBADNOTGOOD	INDIFFERENT		2015.0	Album	205.0
SNGhzF8WO9A	Ray Gun (feat. MF DOOM)	BADBADNOTGOOD	Sour Soul	BADBADNOTGOOD	INDIFFERENT		2015.0	Album	188.0
iaD3MeDB7W0	Food	BADBADNOTGOOD	Sour Soul	BADBADNOTGOOD	INDIFFERENT		2015.0	Album	204.0
uTHxhkAIjf4	Tone's Rap	BADBADNOTGOOD	Sour Soul	BADBADNOTGOOD	INDIFFERENT		2015.0	Album	179.0
4Ys6rbPu0m8	Gunshowers (feat. Elzhi)	BADBADNOTGOOD	Sour Soul	BADBADNOTGOOD	INDIFFERENT		2015.0	Album	184.0
GDAp37aHovo	Sour Soul	BADBADNOTGOOD	Sour Soul	BADBADNOTGOOD	INDIFFERENT		2015.0	Album	166.0
nL_Bza4Z7DU	Fuck With Myself	BANKS	The Altar	BANKS	INDIFFERENT		2016.0	Album	
a9GU5wb8CD4	HEAT	BROCKHAMPTON	HEAT	BROCKHAMPTON	INDIFFERENT		2017.0	Single	
lpwYNUV6mRo	Losing Something	Babe Rainbow	Losing Something	Babe Rainbow	INDIFFERENT		2017.0	Single	
XhvSgapimBM	Peace Blossom Boogy	Babe Rainbow	The Babe Rainbow	Babe Rainbow	INDIFFERENT		2017.0	Album	
Vadad9H7bh0	Takin' Care Of Business	Bachman-Turner Overdrive	BTO's Greatest	Bachman-Turner Overdrive	INDIFFERENT	4.6875	1986.0	Album	
EQr0FaHCYsM	Hello Stranger	Barbara Lewis	Best Of	Barbara Lewis	INDIFFERENT		2017.0	Album	
0hztIhU28dY	Hello Stranger	Barbara Lewis	Hello Stranger	Barbara Lewis	INDIFFERENT		1961.0	Single	161.0
4BYYTwzAWO8	Hello Stranger	Barbara Lewis	Soul Sister Classics	Various Artists	INDIFFERENT		2018.0	Album	
-fk6lgA10MQ	You'll Lose A Good Thing	Barbara Lynn	You'll Lose A Good Thing	Barbara Lynn	INDIFFERENT		1962.0	Album	
UrLKuYW57RI	Amen	Bardo Pond	Bufo Alvarius	Bardo Pond	INDIFFERENT		2010.0	Album	1761.0
jh3srYtjz7w	Maggot Brain	Bardo Pond	Rise Above It All	Bardo Pond	INDIFFERENT		2013.0	Single	1297.0
V-Vj1TcXKuU	Night Job (feat. J. Cole)	Bas	Too High To Riot	Bas	INDIFFERENT		2016.0	Album	
FQQPNH8LAIs	Night Job (feat. J. Cole)	Bas	Too High To Riot	Bas	INDIFFERENT	4.5555553	2016.0	Album	
GAxczMcmnXI	Fine Lies	Bass Drum of Death	Bass Drum of Death						
aICmHAAzW4I	Miasma Sky	Baths	Obsidian	Baths	INDIFFERENT		2013.0	Album	274.0
MguOO41VZYk	Sleep Apnea	Beach Fossils	Clash the Truth: Demos	Beach Fossils	INDIFFERENT		2013.0	EP	
yUuwPeS2-Aw	Intergalactic	Beastie Boys	Solid Gold Hits	Beastie Boys	INDIFFERENT	4.6378131	2005.0	Album	
jEydWVTl2vI	Defriended	Beck	Defriended	Beck	INDIFFERENT		2013.0	Single	226.0
kCwztXtJZTU	Analog Odyssey	Beck	Mellow Gold	Beck	INDIFFERENT	2.7466667	1994.0	Album	
slHlEcDMOG8	It's All in Your Mind	Beck	One Foot in the Grave (Deluxe Reissue)	Beck	INDIFFERENT	4.3263159	1994.0	Album	
ogQyxxonl30	Elephant Gun	Beirut	Elephant Gun	Beirut	INDIFFERENT	4.8215961	2007.0	Single	
S0stPjQ7b-8	The Fox in the Snow	Belle & Sebastian	If You’re Feeling Sinister	Belle & Sebastian	INDIFFERENT		1996.0	Album	239.0
rGf3avdnI8U	Like Dylan in the Movies	Belle & Sebastian	If You’re Feeling Sinister	Belle & Sebastian	INDIFFERENT		1996.0	Album	253.0
OtwI97kUltc	Me and the Major	Belle & Sebastian	If You’re Feeling Sinister	Belle & Sebastian	INDIFFERENT		1996.0	Album	231.0
-iYqeY4H7bk	Seeing Other People	Belle & Sebastian	If You’re Feeling Sinister	Belle & Sebastian	INDIFFERENT		1996.0	Album	228.0
6NNW9HkcaMo	The Boy Done Wrong Again	Belle & Sebastian	If You’re Feeling Sinister	Belle & Sebastian	INDIFFERENT		1996.0	Album	256.0
O_r2K3vvbQ0	Get Me Away from Here, I’m Dying	Belle & Sebastian	If You’re Feeling Sinister	Belle & Sebastian	INDIFFERENT		1996.0	Album	206.0
iHrUUtKcUVo	Stand By Me	Ben E. King	1960s Happy Days	Various Artists	INDIFFERENT		2004.0	Album	
vkUeWTBH1Kg	Stand by Me	Ben E. King	Don't Play That Song (Mono)	Ben E. King	INDIFFERENT		1962.0	Album	
u4CaDNvoJAU	Supernatural Thing, Pt. 1	Ben E. King	The Ultimate Collection	Ben E. King	INDIFFERENT	4.0697675	2005.0	Album	
UxACTOLBR3g	Red	Ben Khan	1000	Ben Khan	INDIFFERENT				
TXFlhPAa6CY	Savage	Ben Khan	1992	Ben Khan	INDIFFERENT				
aI__kJGqjM8	Eden	Ben Khan	1992	Ben Khan	INDIFFERENT				
1-vZ16Pvd94	Misty	Ben Webster	Gone With The Wind	Ben Webster	INDIFFERENT	4.390244	1986.0	Album	
-_4w6tN1N2s	Tenderly	Ben Webster	Summer Chill	Various Artists	INDIFFERENT		2021.0	Album	
Ogi8S8YSTv0	26 Basslines	Benga	Diary of an Afro Warrior	Benga	INDIFFERENT				
5dvZAD2uraA	Night	Benga	Night	Benga	INDIFFERENT		2018.0	Single	
Qg3lpNndwz4	Dear Kathy	Benny Golson	Turning Point	Benny Golson	INDIFFERENT		2005.0	Album	
HeFtGfJZ6mU	Angie	Bert Jansch	Folk Guitar	Various Artists	INDIFFERENT		1997.0	Album	
svbRarTH5zM	Weather Alive	Beth Orton	Weather Alive	Beth Orton	INDIFFERENT		2022.0	Single	425.0
zDyBnM-EkiQ	Raining Again	Betoko	Raining Again	Betoko	INDIFFERENT		2012.0	Single	489.0
cwCf2XlB1Hs	Clean up Woman	Betty Wright	I Love The Way You Love	Betty Wright	INDIFFERENT		1972.0	Album	
GQ9_cDKifj4	Haunted	Beyoncé	BEYONCÉ	Beyoncé	INDIFFERENT				
xanbtv5NNDw	Blow	Beyoncé	BEYONCÉ	Beyoncé	INDIFFERENT				
E2dOzaCMhio	Biggy	BiG HEATH	Call Me Big	BiG HEATH	INDIFFERENT	4.9252338	2019.0	EP	
ts5lBfgA5wQ	Down to the Sound	Bibio	Late Night Tales: Jon Hopkins	Jon Hopkins	INDIFFERENT		2014.0	Album	155.0
6yZ2E36SyR8	Long Tall Mama	Big Bill Broonzy	Good Time Tonight	Big Bill Broonzy	INDIFFERENT	4.3370166	1990.0	Album	
NRyZ2K6Hwpc	Ain't No Half-Steppin'	Big Daddy Kane	Hip Hop! Non Stop!	Various Artists	INDIFFERENT	4.6296296	2018.0	Album	
ZwER_EJ5wWs	Southside Anthem (Kaytranada Remix)	Big Dope P	"Diggity Two (12"" Edition)"	Big Dope P	INDIFFERENT		2013.0	EP	262.0
l-JiwWoMaEc	Baby Please Don't Go	Big Joe Williams	Baby Please Don't Go	Big Joe Williams	INDIFFERENT		2010.0	Album	
GS8QKTF4lsw	Peach Orchard Mama	Big Joe Williams	Big Joe Williams And The Stars Of Mississippi Blues	Big Joe Williams	INDIFFERENT		2003.0	Album	
Jkh8hEaXTaA	Baby Please Don't Go	Big Joe Williams	Big Joe Williams Vol. 1 1935 - 1941	Big Joe Williams	INDIFFERENT		2005.0	Album	205.0
fP0wNzue4nU	Baby Please Don't Go	Big Joe Williams	Highway 49	Big Joe Williams	INDIFFERENT		2018.0	Album	
uxhLJZvi9nM	Humans	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	204.0
wpQmJU-d8b0	Parallels	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	264.0
qKVHHgDjd6w	Real Love	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	258.0
mk9bSOOp2hg	Randy	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	190.0
Hnup90zFoyo	Masterpiece	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	231.0
-4DgxxzBmqA	Animals	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	180.0
yg6fFDCS9d0	Paul	Big Thief	Masterpiece	Big Thief	INDIFFERENT		2016.0	Album	184.0
N8om2B1ZP3g	Gary's Theme	Bill Evans	Gary's Theme	Bill Evans	INDIFFERENT		2022.0	Single	
S_HZ2vNGuhY	Peace Piece	Bill Evans	Peace Piece	Bill Evans	INDIFFERENT		2021.0	Single	
0ZAEdQScrKc	Peace Piece	Bill Evans	Sides Of Blue, Vol. 2	Various Artists	INDIFFERENT		2009.0	Album	
_VjOAqoJ2-I	My Foolish Heart	Bill Evans	The Definitive Rare Albums Collection	Bill Evans	INDIFFERENT		1960.0	Album	
eNnYv74t-RE	My Foolish Heart	Bill Evans	The History of Jazz Vol. 11	Bill Evans	INDIFFERENT	4.766953	2014.0	Album	
1O-i2jCthoY	Gary's Theme	Bill Evans	You Must Believe In Spring	Bill Evans	INDIFFERENT		2022.0	Album	
